S.No,Lead first name,Lead last name,Lead ID,Lead Source,Campaign name,Campaign ID,Lead Created Date,UCIC,Mobile Number,Alternate Mobile,Email ID,Date of Birth,PAN,PAN Attachment,City,District,State,Pincode,Country,Portfolio,Product,Offer Amount,Offer Valid Till,Assigned To,Branch,Region,Zone,Lead Status,Reason Code,Reason,Next Follow-up Date,LAN No.,Status Updated On,Duplicate Flag,Last Modified By,Last Modified On,Occupation,Employment Type,First Response (hrs),SLA Breached
865,Pallavi,Naik,AFL-RET-000865,Landing page,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-11 12:12:00,,7124865556,,pallavi.naik@outlook.com,1995-12-21,AUMPU3435K,PAN_Pallavi_Naik.pdf,Bengaluru,Bengaluru Urban,Karnataka,560047,India,Retail Home Loans,Home Loan Balance Transfer,3800000,2026-08-10,Manoj Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Rejected,REJ-13,Others,,,2026-07-22 18:27:00,No,Manoj Nair,2026-07-22 18:27:00,Salaried — Government / PSU,Salaried,,No
866,Omkar,Vora,AFL-RET-000866,PQ Campaign,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-06 19:37:00,352374992,7896398970,,omkar.vora@hotmail.com,1978-07-13,,,Nashik,Nashik,Maharashtra,422001,India,Retail Personal Loans,Diwali Special Loan,150000,2025-12-21,Tanvi Mehta,Nashik — College Road,Maharashtra Region,West Zone,Not reachable,NR-02,Invalid / wrong number,,,2025-11-10 10:29:00,No,Tanvi Mehta,2025-11-10 10:29:00,Business Owner,Self-Employed,0.2,No
867,Swapnil,Vora,AFL-RET-000867,Website,Gold Utsav APR26,CMP-2026-0024,2026-04-28 09:12:00,,9727345537,,,1973-09-17,,,Pune,Pune,Maharashtra,411027,India,Gold & Secured Loans,Loan Against Securities,1900000,2026-06-27,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Rejected,REJ-04,Negative / restricted profile,,,2026-05-08 11:15:00,No,Sagar Vora,2026-05-08 11:15:00,Salaried — Government / PSU,Salaried,,No
868,Nidhi,Mishra,AFL-RET-000868,Website,Swasthya Care SEP26,CMP-2026-0038,2026-09-02 19:18:00,742952897,8558531883,,nidhi.mishra@gmail.com,1994-07-11,QDTPL2922V,PAN_Nidhi_Mishra.pdf,Jodhpur,Jodhpur,Rajasthan,342005,India,Vehicle & Consumer Loans,Two-Wheeler Loan,150000,2026-11-01,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Login Initiated,,,,,2026-09-05 10:59:00,No,Rohit Sharma,2026-09-05 10:59:00,Salaried — Private Sector,Salaried,0.2,No
869,Anita,Gogoi,AFL-RET-000869,Website,Shubh Vivah DEC25,CMP-2025-0011,2025-12-23 13:31:00,,6318462120,,anita.gogoi@gmail.com,1996-12-23,,,Ranchi,Ranchi,Jharkhand,834002,India,Retail Personal Loans,Kushal Personal Loan,900000,2026-01-22,Anita Bora,Ranchi — Main Road,East India Region,East Zone,Not interested,NI-07,Tenure offered not suitable,,,2025-12-24 11:37:00,No,Anita Bora,2025-12-24 11:37:00,Salaried — Government / PSU,Salaried,0.2,No
870,Sirisha,Rao,AFL-RET-000870,Social media,Shiksha Education JUL26,CMP-2026-0031,2026-07-16 15:23:00,,6140864479,,sirisha.rao@gmail.com,1972-01-24,,,Hyderabad,Rangareddy,Telangana,500019,India,Retail Personal Loans,Education Loan,325000,2026-08-15,Swapna Gupta,Hyderabad — Gachibowli,Telangana Region,South Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2026-07-19 11:48:00,No,Swapna Gupta,2026-07-19 11:48:00,Self-Employed Professional,Self-Employed,,No
871,Nikhil,Amin,AFL-RET-000871,Social media,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-09 15:00:00,180678015,6805097182,,nikhil.amin67@hotmail.com,1971-01-07,JQRPZ4112L,PAN_Nikhil_Amin.pdf,Surat,Surat,Gujarat,395007,India,Retail Personal Loans,Marriage Loan,1400000,2026-08-08,Omkar Shah,Surat — Adajan,Gujarat Region,West Zone,Follow-up,,,2026-09-07,,2026-07-12 13:30:00,No,Omkar Shah,2026-07-12 13:30:00,Salaried — Private Sector,Salaried,0.5,No
872,Pooja,Bansal,AFL-RET-000872,Social media,Safar Travel APR26,CMP-2026-0025,2026-04-13 13:23:00,243444108,7637121033,6399994705,pooja.bansal@hotmail.com,1981-03-05,,,Kanpur,Kanpur Nagar,Uttar Pradesh,208001,India,Retail Personal Loans,Travel Loan,60000,2026-05-28,Nitin Bansal,Kanpur — Civil Lines,North India Region,North Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-04-15 09:24:00,No,Nitin Bansal,2026-04-15 09:24:00,Salaried — Private Sector,Salaried,0.2,No
873,Bhakti,Deshmukh,AFL-RET-000873,Landing page,Shiksha Education JUL26,CMP-2026-0031,2026-07-09 17:12:00,114640329,7437795273,,bhakti.deshmukh@outlook.com,1977-03-23,GPXPX6040T,PAN_Bhakti_Deshmukh.pdf,Surat,Surat,Gujarat,395001,India,Vehicle & Consumer Loans,Two-Wheeler Loan,85000,2026-08-23,Omkar Shah,Surat — Adajan,Gujarat Region,West Zone,Rejected,REJ-03,Policy restriction,,,2026-07-17 10:30:00,No,Omkar Shah,2026-07-17 10:30:00,Self-Employed Non-Professional,Self-Employed,,No
874,Parth,Joshi,AFL-RET-000874,Social media,Shubh Vivah DEC25,CMP-2025-0011,2025-12-03 09:00:00,,6345268262,8777415491,parth.joshi@hotmail.com,1997-08-22,NZHPV2513L,PAN_Parth_Joshi.pdf,Ahmedabad,Ahmedabad,Gujarat,380001,India,Retail Personal Loans,Marriage Loan,625000,2026-01-17,Payal Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Rejected,REJ-02,Income below minimum,,,2025-12-06 10:17:00,No,Payal Vora,2025-12-06 10:17:00,Agriculturist,Self-Employed,,No
875,Pankaj,Singh,AFL-RET-000875,Website,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-02 10:00:00,939700634,9780948777,,pankaj.singh94@hotmail.com,1981-09-09,ZMCPV7725C,PAN_Pankaj_Singh.pdf,New Delhi,South Delhi,Delhi,110019,India,Business & MSME Loans,Vyapar Business Loan,4600000,2026-03-03,Aarav Kapoor,Delhi — Saket,Delhi NCR Region,North Zone,Login Initiated,,,,,2026-01-05 09:10:00,No,Aarav Kapoor,2026-01-05 09:10:00,Self-Employed Professional,Self-Employed,0.5,No
876,Chirag,Bhatt,AFL-RET-000876,Website,Shiksha Education JUL26,CMP-2026-0031,2026-07-27 17:51:00,462179239,6957014914,,chirag.bhatt@gmail.com,2003-05-09,,,Nashik,Nashik,Maharashtra,422007,India,Vehicle & Consumer Loans,Consumer Durable Loan,40000,2026-08-26,Tanvi Mehta,Nashik — College Road,Maharashtra Region,West Zone,Rejected,REJ-02,Income below minimum,,,2026-08-08 11:09:00,No,Tanvi Mehta,2026-08-08 11:09:00,Salaried — MNC,Salaried,,No
877,Sirisha,Rao,AFL-RET-000877,PQ Campaign,Shiksha Education JUN26,CMP-2026-0028,2026-06-02 10:58:00,780910231,6327004198,,sirisha.rao2@rediffmail.com,1981-10-24,,,Warangal,Warangal,Telangana,506004,India,Retail Personal Loans,Education Loan,300000,2026-07-02,Aruna Reddy,Warangal — Hanamkonda,Telangana Region,South Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-06-07 10:16:00,No,Aruna Reddy,2026-06-07 10:16:00,Business Owner,Self-Employed,0.3,No
878,Vinay,Naik,AFL-RET-000878,Social media,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-09 14:37:00,,6736197245,,vinay.naik@rediffmail.com,1993-07-05,XNLPN6320J,PAN_Vinay_Naik.pdf,Bengaluru,Bengaluru Urban,Karnataka,560048,India,Business & MSME Loans,Working Capital Loan,2100000,2026-04-10,Kiran Udupa,Bengaluru — Whitefield,Karnataka Region,South Zone,Rejected,REJ-12,GST / ITR not available,,,2026-02-16 16:52:00,No,Kiran Udupa,2026-02-16 16:52:00,Business Owner,Self-Employed,,No
879,Siddharth,Parikh,AFL-RET-000879,Landing page,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-10 17:18:00,299505034,7543876718,,siddharth.parikh@outlook.com,1973-01-20,,,Ahmedabad,Ahmedabad,Gujarat,380009,India,Vehicle & Consumer Loans,Two-Wheeler Loan,55000,2025-12-10,Swapnil Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2025-11-14 14:41:00,No,Swapnil Vora,2025-11-14 14:41:00,Agriculturist,Self-Employed,12.6,Yes
880,Vikram,Kapoor,AFL-RET-000880,Landing page,Shubh Vivah FEB26,CMP-2026-0015,2026-02-21 11:31:00,,6910269627,,vikram.kapoor@yahoo.com,2000-01-17,,,Jodhpur,Jodhpur,Rajasthan,342008,India,Retail Home Loans,Plot + Construction Loan,2600000,2026-03-23,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Not interested,NI-05,Processing fee not acceptable,,,2026-02-25 09:49:00,No,Rohit Sharma,2026-02-25 09:49:00,Self-Employed Professional,Self-Employed,0.2,No
881,Krupa,Shah,AFL-RET-000881,Website,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-19 13:58:00,,6474392624,9951613374,krupa.shah@outlook.com,1993-01-12,,,Rajkot,Rajkot,Gujarat,360005,India,Loan Against Property,Lease Rental Discounting,53500000,2026-09-17,Siddharth Trivedi,Rajkot — Kalawad Road,Gujarat Region,West Zone,Not interested,NI-06,Family / spouse declined,,,2026-07-24 11:28:00,No,Siddharth Trivedi,2026-07-24 11:28:00,Self-Employed Non-Professional,Self-Employed,0.3,No
882,Nilesh,Kulkarni,AFL-RET-000882,Landing page,Shubh Vivah DEC25,CMP-2025-0011,2025-12-19 15:37:00,,6834099482,8681734344,,1989-01-14,,,Ahmedabad,Ahmedabad,Gujarat,380015,India,Retail Home Loans,Home Loan Balance Transfer,3500000,2026-02-17,Payal Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Rejected,REJ-04,Negative / restricted profile,,,2025-12-26 11:15:00,No,Payal Vora,2025-12-26 11:15:00,Homemaker,Self-Employed,,No
883,Arjun,Mishra,AFL-RET-000883,Landing page,Shiksha Education MAY26,CMP-2026-0026,2026-05-16 19:18:00,,6899002496,,arjun.mishra@rediffmail.com,1972-10-23,GHKPV9091F,PAN_Arjun_Mishra.pdf,Ludhiana,Ludhiana,Punjab,141010,India,Retail Personal Loans,Marriage Loan,375000,2026-07-15,Swati Saxena,Ludhiana — Mall Road,North India Region,North Zone,Login Initiated,,,,,2026-05-23 10:42:00,No,Swati Saxena,2026-05-23 10:42:00,Salaried — MNC,Salaried,0.2,No
884,Anjali,Arora,AFL-RET-000884,Social media,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-10 10:12:00,,7230451020,8927772988,anjali.arora@outlook.com,1984-04-26,LEJPB8340K,PAN_Anjali_Arora.pdf,Jodhpur,Jodhpur,Rajasthan,342003,India,Retail Personal Loans,Diwali Special Loan,250000,2026-01-09,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Rejected,REJ-06,Documentation — unable to provide,,,2025-11-15 09:49:00,No,Rohit Sharma,2025-11-15 09:49:00,Salaried — MNC,Salaried,,No
885,Deepa,Gowda,AFL-RET-000885,PQ Campaign,Gold Utsav APR26,CMP-2026-0024,2026-04-21 12:51:00,929099816,9484758829,7417390376,deepa.gowda2@gmail.com,1986-01-25,RSZPH8435K,PAN_Deepa_Gowda.pdf,Bengaluru,Bengaluru Urban,Karnataka,560103,India,Professional Loans,Doctor Professional Loan,550000,2026-05-21,Deepa Iyengar,Bengaluru — Whitefield,Karnataka Region,South Zone,Not interested,NI-02,Already availed loan elsewhere,,,2026-04-25 10:46:00,No,Deepa Iyengar,2026-04-25 10:46:00,Self-Employed Non-Professional,Self-Employed,10,Yes
886,Deepika,Srinivasan,AFL-RET-000886,Website,Shubh Vivah FEB26,CMP-2026-0015,2026-02-06 11:00:00,,6797799598,,deepika.srinivasan@rediffmail.com,2002-11-05,,,Coimbatore,Coimbatore,Tamil Nadu,641002,India,Retail Personal Loans,Marriage Loan,1500000,2026-03-08,Muthu Krishnan,Coimbatore — RS Puram,Tamil Nadu Region,South Zone,Rejected,REJ-10,Technical valuation below expectation,,,2026-02-13 11:16:00,No,Muthu Krishnan,2026-02-13 11:16:00,Salaried — Government / PSU,Salaried,,No
887,Vaishnavi,Vora,AFL-RET-000887,Social media,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-27 11:12:00,,9353805664,6738165626,vaishnavi.vora@gmail.com,1992-05-18,QXYPY3904Q,PAN_Vaishnavi_Vora.pdf,Pune,Pune,Maharashtra,411045,India,Retail Personal Loans,Kushal Personal Loan,2400000,2026-05-26,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-03-29 09:11:00,No,Sagar Vora,2026-03-29 09:11:00,Salaried — Government / PSU,Salaried,9.6,Yes
888,Ankit,Tiwari,AFL-RET-000888,Landing page,Shiksha Education MAY26,CMP-2026-0026,2026-05-10 18:23:00,884858515,8308473766,,ankit.tiwari4@rediffmail.com,1975-09-18,TAHPA7901E,PAN_Ankit_Tiwari.pdf,Jodhpur,Jodhpur,Rajasthan,342008,India,Retail Personal Loans,Marriage Loan,875000,2026-06-24,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Disbursed,,,,AFLRET26000198,2026-06-01 10:56:00,No,Rohit Sharma,2026-06-01 10:56:00,Salaried — MNC,Salaried,2.4,Yes
889,Tejas,Rane,AFL-RET-000889,Social media,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-22 20:23:00,238623787,7974210117,,tejas.rane@hotmail.com,1971-03-03,BXJPK7225X,PAN_Tejas_Rane.pdf,Ahmedabad,Ahmedabad,Gujarat,380054,India,Business & MSME Loans,MSME Growth Loan,550000,2026-03-08,Swapnil Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Not reachable,NR-03,No response after 3 attempts,,,2026-01-25 11:59:00,No,Swapnil Vora,2026-01-25 11:59:00,Self-Employed Professional,Self-Employed,1.3,No
890,Naveen,Arora,AFL-RET-000890,Landing page,Swasthya Care JUL26,CMP-2026-0032,2026-07-18 19:23:00,,8872558644,,naveen.arora@gmail.com,1977-12-28,PPBPE7545C,PAN_Naveen_Arora.pdf,New Delhi,South Delhi,Delhi,110017,India,Retail Home Loans,Disha Home Loan,525000,2026-08-17,Rajat Chopra,Delhi — Saket,Delhi NCR Region,North Zone,Rejected,REJ-04,Negative / restricted profile,,,2026-07-29 10:22:00,No,Rajat Chopra,2026-07-29 10:22:00,Salaried — Government / PSU,Salaried,,No
891,Lavanya,Gupta,AFL-RET-000891,Website,Shiksha Education JUN26,CMP-2026-0028,2026-06-17 16:23:00,639211072,7423462444,,lavanya.gupta@yahoo.com,1987-05-14,,,Hyderabad,Rangareddy,Telangana,500019,India,Retail Personal Loans,Education Loan,550000,2026-08-16,Mahesh Varma,Hyderabad — Gachibowli,Telangana Region,South Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-06-19 09:45:00,No,Mahesh Varma,2026-06-19 09:45:00,Business Owner,Self-Employed,1.4,No
892,Nidhi,Jain,AFL-RET-000892,PQ Campaign,Shubh Vivah DEC25,CMP-2025-0011,2025-12-13 19:00:00,947210362,8742572877,,nidhi.jain@yahoo.com,1986-11-14,AYBPP4475S,PAN_Nidhi_Jain.pdf,Lucknow,Lucknow,Uttar Pradesh,226001,India,Professional Loans,CA / Professional Loan,425000,2026-02-11,Tarun Tiwari,Lucknow — Hazratganj,North India Region,North Zone,Not interested,NI-07,Tenure offered not suitable,,,2025-12-17 16:19:00,No,Tarun Tiwari,2025-12-17 16:19:00,Business Owner,Self-Employed,11.7,Yes
893,Tejas,Bhatt,AFL-RET-000893,Landing page,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-02 14:31:00,202917012,8953748852,8995878477,tejas.bhatt@yahoo.com,1975-06-26,CKVPX8951E,PAN_Tejas_Bhatt.pdf,Mumbai,Mumbai,Maharashtra,400005,India,Business & MSME Loans,Vyapar Business Loan,525000,2026-03-19,Omkar Patel,Mumbai — Fort,Maharashtra Region,West Zone,Rejected,REJ-11,Business vintage below minimum,,,2026-02-14 09:59:00,No,Omkar Patel,2026-02-14 09:59:00,Self-Employed Professional,Self-Employed,,No
894,Tanvi,Amin,AFL-RET-000894,Website,Swasthya Care JUL26,CMP-2026-0032,2026-07-12 13:37:00,,7505060761,9559890636,tanvi.amin@hotmail.com,1973-10-16,,,Ahmedabad,Ahmedabad,Gujarat,380015,India,Loan Against Property,Loan Against Property,14000000,2026-09-10,Payal Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Rejected,REJ-11,Business vintage below minimum,,,2026-07-23 11:58:00,No,Payal Vora,2026-07-23 11:58:00,Self-Employed Professional,Self-Employed,,No
895,Siddharth,Deshmukh,AFL-RET-000895,PQ Campaign,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-16 18:23:00,912862525,7785438555,,siddharth.deshmukh10@yahoo.com,1981-04-27,,,Pune,Pune,Maharashtra,411057,India,Retail Home Loans,Disha Home Loan,3900000,2026-03-17,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Rejected,REJ-08,Employer / company not approved,,,2026-01-22 12:38:00,No,Sagar Vora,2026-01-22 12:38:00,Salaried — MNC,Salaried,,No
896,Ramya,Iyengar,AFL-RET-000896,Website,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-16 12:31:00,,9230373561,,ramya.iyengar@hotmail.com,1997-05-11,XWGPN9455E,PAN_Ramya_Iyengar.pdf,Mysuru,Mysuru,Karnataka,570001,India,Business & MSME Loans,Machinery Purchase Loan,7500000,2026-07-31,Deepa Nair,Mysuru — Saraswathipuram,Karnataka Region,South Zone,Rejected,REJ-12,GST / ITR not available,,,2026-06-27 10:54:00,No,Deepa Nair,2026-06-27 10:54:00,Self-Employed Professional,Self-Employed,,No
897,Hetal,Patel,AFL-RET-000897,Landing page,Shubh Vivah JAN26,CMP-2026-0012,2026-01-02 18:44:00,317404288,6839172840,9374784136,hetal.patel@gmail.com,1981-11-11,THHPY5126G,PAN_Hetal_Patel.pdf,Pune,Pune,Maharashtra,411004,India,Retail Home Loans,Disha Home Loan,6000000,2026-03-03,Parth Parikh,Pune — Shivajinagar,Maharashtra Region,West Zone,Disbursed,,,,AFLRET26000199,2026-01-27 09:11:00,No,Parth Parikh,2026-01-27 09:11:00,Business Owner,Self-Employed,0.2,No
898,Divya,Balaji,AFL-RET-000898,Landing page,Property Power MAY26,CMP-2026-0027,2026-05-12 12:18:00,,9844733088,,divya.balaji@outlook.com,2002-09-24,HQKPS5232K,PAN_Divya_Balaji.pdf,Chennai,Chennai,Tamil Nadu,600017,India,Retail Personal Loans,Travel Loan,275000,2026-06-11,Hariharan Krishnan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Rejected,REJ-01,Credit / bureau issue (CIBIL below cut-off),,,2026-05-24 10:11:00,No,Hariharan Krishnan,2026-05-24 10:11:00,Salaried — Government / PSU,Salaried,,No
899,Maya,Krishnan,AFL-RET-000899,PQ Campaign,Professional Edge MAR26,CMP-2026-0021,2026-03-20 18:12:00,888253542,6646500907,,maya.krishnan@gmail.com,1974-07-19,UZBPC1187K,PAN_Maya_Krishnan.pdf,Thiruvananthapuram,Thiruvananthapuram,Kerala,695010,India,Business & MSME Loans,Machinery Purchase Loan,14000000,2026-04-19,Vivek Kurup,Trivandrum — Vazhuthacaud,Kerala & AP Region,South Zone,Disbursed,,,,AFLRET26000200,2026-04-25 09:19:00,No,Vivek Kurup,2026-04-25 09:19:00,Business Owner,Self-Employed,5.2,Yes
900,Rutuja,Shah,AFL-RET-000900,Website,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-08 14:51:00,,9847941014,,,1989-07-08,,,Mumbai,Mumbai Suburban,Maharashtra,400087,India,Business & MSME Loans,Machinery Purchase Loan,13000000,2026-09-06,Bhavesh Modi,Mumbai — Powai,Maharashtra Region,West Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-07-17 18:06:00,No,Bhavesh Modi,2026-07-17 18:06:00,Self-Employed Non-Professional,Self-Employed,,No
901,Payal,Desai,AFL-RET-000901,Landing page,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-17 19:12:00,713009081,7876161862,7377622965,payal.desai58@outlook.com,1984-08-17,WKEPE1528T,PAN_Payal_Desai.pdf,Surat,Surat,Gujarat,395010,India,Vehicle & Consumer Loans,Two-Wheeler Loan,110000,2026-01-16,Omkar Shah,Surat — Adajan,Gujarat Region,West Zone,Disbursed,,,,AFLRET25000201,2025-12-09 10:02:00,No,Omkar Shah,2025-12-09 10:02:00,Salaried — Private Sector,Salaried,0.2,No
902,Bhakti,Chavan,AFL-RET-000902,PQ Campaign,Safar Travel MAR26,CMP-2026-0022,2026-03-27 20:00:00,902611764,9263065874,,bhakti.chavan@gmail.com,1982-02-23,SSSPL1548F,PAN_Bhakti_Chavan.pdf,Mumbai,Mumbai Suburban,Maharashtra,400058,India,Vehicle & Consumer Loans,Used Car Loan,1100000,2026-05-11,Bhavesh Patil,Mumbai — Andheri,Maharashtra Region,West Zone,Disbursed,,,,AFLRET26000202,2026-04-18 10:45:00,No,Bhavesh Patil,2026-04-18 10:45:00,Salaried — MNC,Salaried,0.2,No
903,Vinay,Reddy,AFL-RET-000903,Social media,Professional Edge MAR26,CMP-2026-0021,2026-03-20 17:05:00,,9279388880,,vinay.reddy20@rediffmail.com,1986-01-19,,,Bengaluru,Bengaluru Urban,Karnataka,560082,India,Professional Loans,Doctor Professional Loan,3100000,2026-04-19,Vinay Jain,Bengaluru — Jayanagar,Karnataka Region,South Zone,Rejected,REJ-01,Credit / bureau issue (CIBIL below cut-off),,,2026-03-25 11:56:00,No,Vinay Jain,2026-03-25 11:56:00,Self-Employed Professional,Self-Employed,,No
904,Bhakti,Joshi,AFL-RET-000904,Social media,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-12 13:18:00,,8892440892,8688928011,bhakti.joshi@outlook.com,1990-07-17,,,Ahmedabad,Ahmedabad,Gujarat,380061,India,Retail Personal Loans,Medical Emergency Loan,275000,2026-03-14,Hardik Bhatt,Ahmedabad — Satellite,Gujarat Region,West Zone,Rejected,REJ-02,Income below minimum,,,2026-02-17 10:42:00,No,Hardik Bhatt,2026-02-17 10:42:00,Business Owner,Self-Employed,,No
905,Prakash,Prasad,AFL-RET-000905,PQ Campaign,Shubh Vivah JAN26,CMP-2026-0012,2026-01-21 14:12:00,642140691,6809693561,8665891824,prakash.prasad40@gmail.com,1981-01-01,,,Guwahati,Kamrup Metro,Assam,781005,India,Retail Personal Loans,Marriage Loan,925000,2026-03-22,Sunita Saikia,Guwahati — GS Road,East India Region,East Zone,Not interested,NI-06,Family / spouse declined,,,2026-01-23 09:59:00,No,Sunita Saikia,2026-01-23 09:59:00,Self-Employed Non-Professional,Self-Employed,0.3,No
906,Aniket,Amin,AFL-RET-000906,Social media,Shiksha Education JUL26,CMP-2026-0031,2026-07-17 13:12:00,,8189255826,,aniket.amin26@hotmail.com,1972-07-18,TYNPK1728R,PAN_Aniket_Amin.pdf,Mumbai,Mumbai Suburban,Maharashtra,400052,India,Retail Personal Loans,Education Loan,1200000,2026-09-15,Shreya Desai,Mumbai — Bandra,Maharashtra Region,West Zone,Follow-up,,,2026-09-14,,2026-07-19 11:41:00,No,Shreya Desai,2026-07-19 11:41:00,Salaried — Government / PSU,Salaried,0.2,No
907,Ashwini,Gaikwad,AFL-RET-000907,Website,Property Power APR26,CMP-2026-0023,2026-04-13 10:18:00,988266229,6586956783,,ashwini.gaikwad@gmail.com,1989-10-04,CEDPT6618D,PAN_Ashwini_Gaikwad.pdf,Pune,Pune,Maharashtra,411033,India,Retail Personal Loans,Marriage Loan,400000,2026-05-13,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Rejected,REJ-08,Employer / company not approved,,,2026-04-17 10:33:00,No,Sagar Vora,2026-04-17 10:33:00,Salaried — Private Sector,Salaried,,No
908,Kavita,Bhatia,AFL-RET-000908,Landing page,Property Power MAY26,CMP-2026-0027,2026-05-01 11:58:00,,7968420573,,,1995-04-12,,,Kanpur,Kanpur Nagar,Uttar Pradesh,208005,India,Retail Personal Loans,Travel Loan,300000,2026-05-31,Nitin Bansal,Kanpur — Civil Lines,North India Region,North Zone,Not interested,NI-06,Family / spouse declined,,,2026-05-04 11:58:00,No,Nitin Bansal,2026-05-04 11:58:00,Salaried — MNC,Salaried,0.2,No
909,Swapnil,Parikh,AFL-RET-000909,Social media,Ghar Ka Sapna MAR26,CMP-2026-0019,2026-03-05 10:00:00,,6230188961,6490554522,swapnil.parikh@gmail.com,1992-07-05,,,Surat,Surat,Gujarat,395010,India,Retail Personal Loans,Debt Consolidation Loan,200000,2026-04-19,Omkar Shah,Surat — Adajan,Gujarat Region,West Zone,Rejected,REJ-06,Documentation — unable to provide,,,2026-03-16 09:47:00,No,Omkar Shah,2026-03-16 09:47:00,Salaried — Government / PSU,Salaried,,No
910,Sailaja,Raju,AFL-RET-000910,PQ Campaign,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-17 09:05:00,978653667,9148764988,,sailaja.raju19@rediffmail.com,1993-03-05,,,Vijayawada,Krishna,Andhra Pradesh,520008,India,Business & MSME Loans,MSME Growth Loan,700000,2026-08-16,Sirisha Chowdary,Vijayawada — MG Road,Kerala & AP Region,South Zone,Not interested,NI-04,Requirement postponed,,,2026-06-22 09:52:00,No,Sirisha Chowdary,2026-06-22 09:52:00,Business Owner,Self-Employed,0.2,No
